inx 	 gt 	 dt
1860	1289	1079
1861	1289	1081
1862	1289	1081
1863	1289	1756
1864	1291	1079
1865	1293	1079
1866	1293	473
1867	1293	85
1868	1293	1756
1869	1293	85
1870	1293	85
1871	1293	1079
1872	1293	1081
1873	1293	1081
1874	1293	85
1875	1293	1081
1876	1293	1081
1877	1293	1756
1878	1293	1079
1879	1293	1079
1880	1293	1081
1881	1293	1081
1882	1293	2172
1883	1293	1081
1884	1293	2172
1885	1293	2172
1886	1293	1079
1887	1293	1081
1888	1293	1081
1889	1293	1079
1890	1293	85
1891	1293	1079
1892	1293	1079
1893	1293	2172
1894	1293	1081
1895	1293	1756
1896	1293	1081
1897	1293	85
1898	1293	1081
1899	1293	85
1900	1293	1081
1901	1293	2172
1902	1293	1488
1903	1293	1100
1904	1293	1081
1905	1293	1079
1906	1305	1079
1907	1305	335
1908	1305	1079
1909	1305	1079
1910	1305	1079
1911	1305	1081
1912	1305	1756
1913	1305	335
1914	1305	1079
1915	1305	1756
1916	1305	1756
1917	1305	473
1918	1305	1079
1919	1305	1079
1920	1305	85
1921	1305	1079
1922	1305	473
1923	1319	2172
1924	1325	1549
1925	1325	1081
1926	1328	335
1927	1328	501
1928	1330	1081
1929	1330	2172
1930	1330	1079
1931	1330	1079
1932	1330	1079
1933	1330	2172
1934	1330	1081
1935	1330	1079
1936	1330	1079
1937	1330	1079
1938	1330	1548
1939	1330	1079
1940	1330	2172
1941	1330	1548
1942	1330	1079
1943	1330	1079
1944	1330	1079
1945	1336	2172
1946	1336	2172
1947	1336	1081
1948	1336	2027
1949	1336	1081
1950	1336	1079
1951	1336	1081
1952	1336	473
1953	1340	85
1954	1340	1079
1955	1340	1079
1956	1340	1079
1957	1340	2172
1958	1340	1079
1959	1343	335
1960	1354	1081
1961	1354	1081
1962	1366	1079
1963	1366	335
1964	1366	1332
1965	1366	85
1966	1366	1079
1967	1366	1548
1968	1366	1079
1969	1368	1079
1970	1368	1079
1971	1368	2172
1972	1368	1079
1973	1368	85
1974	1368	1079
1975	1368	1079
1976	1368	473
1977	1368	473
1978	1368	1081
1979	1368	1079
1980	1368	1079
1981	1368	1079
1982	1368	1079
1983	1372	473
1984	1374	1081
1985	1376	1079
1986	1376	1081
1987	1376	1100
1988	1383	85
1989	1383	473
1990	1383	85
1991	1383	2172
1992	1388	1079
1993	2447	1079
1994	2447	1756
1995	2462	1100
1996	2462	1759
1997	2462	2172
1998	2448	1081
1999	2448	1081
2000	2451	1081
2001	2451	1081
2002	1396	1079
2003	1396	1079
2004	1396	1079
2005	1407	1079
2006	1417	1081
2007	1417	1079
2008	2457	1759
2009	2457	1332
2010	2458	1079
2011	2458	1081
2012	2458	1081
2013	2458	1079
2014	2470	1081
2015	1428	1756
2016	1429	1079
2017	1429	473
2018	1429	1079
2019	1429	1079
2020	1429	1756
2021	1429	1081
2022	1429	85
2023	1429	1079
2024	1435	1079
2025	1432	2027
2026	1432	1081
2027	1432	1079
2028	1432	1079
2029	1432	1079
2030	2471	2172
2031	2471	1756
2032	2471	1081
2033	2471	1756
2034	2471	1756
2035	2471	1081
2036	2471	85
2037	2471	1756
2038	2471	2172
2039	2471	1079
2040	2471	2172
2041	2471	1100
2042	2471	1100
2043	1458	1079
2044	1460	473
2045	1439	2172
2046	1465	2172
2047	1465	1079
2048	1465	1079
2049	1469	1756
2050	1480	1079
2051	1480	1079
2052	1484	1079
2053	1484	1079
2054	1489	473
2055	1490	473
2056	1490	1081
2057	1497	335
2058	1497	1079
2059	1497	473
2060	1497	1756
2061	1497	1488
2062	1497	1488
2063	1503	1079
2064	1504	1079
2065	1522	1081
2066	1522	1079
2067	1522	1756
2068	1522	1081
2069	1522	1081
2070	1522	1100
2071	1522	1079
2072	1522	1079
2073	1522	2172
2074	1522	1079
2075	1522	2172
2076	1522	1081
2077	1522	1081
2078	1522	1081
2079	1522	1081
2080	1522	1079
2081	1522	1756
2082	1522	1079
2083	1522	1079
2084	1522	1081
2085	1522	2172
2086	1522	1081
2087	1522	1079
2088	1522	1081
2089	1522	1079
2090	1522	1079
2091	1522	473
2092	1522	1079
2093	1522	1079
2094	1522	473
2095	1522	1079
2096	1522	1081
2097	1522	1079
2098	1522	1081
2099	1522	1079
2100	1522	1079
2101	1522	1100
2102	1524	1081
2103	1526	1079
2104	1526	1081
2105	1526	1079
2106	1526	1079
2107	1526	1081
2108	1526	1079
2109	1526	1079
2110	1527	1079
2111	1528	1079
2112	1529	1081
2113	1529	1079
2114	1529	473
2115	1529	1079
2116	1529	1079
2117	1529	1079
2118	1529	1081
2119	1529	1081
2120	1529	1081
2121	1529	1079
2122	1529	1081
2123	1529	1079
2124	1529	1079
2125	1529	1081
2126	1529	2172
2127	1529	1081
2128	1529	1100
2129	1533	1079
2130	1535	2172
2131	1535	1079
2132	1535	1079
2133	1535	1081
2134	1535	1081
2135	1535	1081
2136	1535	1079
2137	1535	1081
2138	1535	2172
2139	1535	1081
2140	1535	1081
2141	1535	1081
2142	1535	1079
2143	1535	2172
2144	1535	1081
2145	1535	1081
2146	1535	2172
2147	1535	1081
2148	1535	1081
2149	1535	1756
2150	1535	1081
2151	1535	1756
2152	1535	1081
2153	1535	1079
2154	1535	1079
2155	1535	1079
2156	1535	1079
2157	1535	1079
2158	1535	1081
2159	1535	1079
2160	1535	473
2161	1535	85
2162	1535	1756
2163	1535	473
2164	1535	1081
2165	1535	85
2166	1535	1081
2167	1535	1756
2168	1535	1081
2169	1535	1081
2170	1535	1081
2171	1535	1079
2172	1535	1081
2173	1535	1079
2174	1535	1100
2175	1538	1079
2176	1538	1079
2177	1538	1081
2178	1538	1756
2179	1538	1079
2180	1538	2172
2181	1538	1079
2182	1538	2172
2183	1538	1079
2184	1538	1079
2185	1538	1079
2186	1538	2172
2187	1538	1079
2188	1538	1079
2189	1538	1079
2190	1538	85
2191	1538	473
2192	1538	1079
2193	1538	1079
2194	1538	1079
2195	1538	2172
2196	1538	1079
2197	1538	85
2198	1538	1079
2199	1541	1079
2200	1541	1079
2201	1541	1100
2202	1541	335
2203	1541	1081
2204	1541	1079
2205	1541	1079
2206	1541	1079
2207	1545	1079
2208	1545	473
2209	1545	473
2210	1545	1081
2211	1545	1079
2212	1545	473
2213	1545	1079
2214	1548	1081
2215	1548	1081
2216	1548	85
2217	1548	2172
2218	1561	335
2219	1549	1081
2220	1549	2172
2221	1549	1756
2222	1549	1079
2223	1549	1756
2224	1549	1756
2225	1549	1759
2226	1549	1081
2227	1549	1079
2228	1549	1081
2229	1549	1081
2230	1549	1079
2231	1549	1079
2232	1549	1079
2233	1549	1756
2234	1549	2172
2235	1549	1081
2236	1549	1079
2237	1549	1081
2238	1555	1079
2239	1555	1079
2240	1555	1079
2241	1555	1756
2242	1555	473
2243	1555	1079
2244	1555	1081
2245	1555	1081
2246	1555	1081
2247	1558	1081
2248	1558	1079
2249	1559	1081
2250	1560	1079
2251	1560	1079
2252	1560	2172
2253	1560	1079
2254	1581	1081
2255	1581	1332
2256	1566	1079
2257	1566	2172
2258	1566	2172
2259	1566	1081
2260	1566	1081
2261	1566	473
2262	1567	1081
2263	1574	1081
2264	1585	2027
2265	1585	1081
2266	1585	1079
2267	1585	2027
2268	1594	1079
2269	1594	1079
2270	1594	2172
2271	1594	2172
2272	1594	2172
2273	1594	2172
2274	1594	1079
2275	1594	1081
2276	1594	1079
2277	1594	1100
2278	1600	1079
2279	1600	1079
2280	1600	1079
2281	1600	1081
2282	1600	335
2283	1600	1079
2284	1600	1079
2285	1600	335
2286	1600	1079
2287	1600	1756
2288	1600	1079
2289	1600	1081
2290	1600	2172
2291	1600	1079
2292	1600	1079
2293	1600	1079
2294	1600	1079
2295	1600	2172
2296	1600	2172
2297	1600	2172
2298	1600	1756
2299	1600	2172
2300	1600	1079
2301	1600	2172
2302	1600	2172
2303	1600	1079
2304	1600	1079
2305	1600	1079
2306	1600	1081
2307	1600	335
2308	1600	1079
2309	1600	2172
2310	1600	1079
2311	1600	1079
2312	1600	1079
2313	1600	2172
2314	1600	2172
2315	1600	1079
2316	1600	1079
2317	1600	1079
2318	1600	1079
2319	1600	1079
2320	1600	1079
2321	1600	1079
2322	1600	1079
2323	1600	1079
2324	1600	1079
2325	1600	1081
2326	1600	1079
2327	1600	1079
2328	1600	473
2329	1604	1079
2330	1610	1081
2331	1610	1079
2332	1610	85
2333	1610	1079
2334	1610	1079
2335	1611	1079
2336	1611	1079
2337	1611	473
2338	1611	1079
2339	1611	1079
2340	1611	1079
2341	1611	1079
2342	1611	1079
2343	1611	1079
2344	1614	1079
2345	1614	1756
2346	1614	1079
2347	1614	1081
2348	1619	1081
2349	1619	1079
2350	1619	2172
2351	1619	1079
2352	1619	1079
2353	1627	1100
2354	1628	1079
2355	1628	85
2356	2505	1081
2357	2495	85
2358	2495	1100
2359	2496	85
2360	2497	1081
2361	2497	1079
2362	2497	2108
2363	2497	85
2364	2497	2027
2365	2497	1079
2366	2497	1756
2367	2497	1756
2368	2497	1756
2369	2498	1079
2370	2502	1081
2371	2511	1756
2372	2511	1081
2373	2511	1756
2374	2511	1756
2375	2516	1548
2376	1636	1079
2377	1636	473
2378	1643	1081
2379	1651	1081
2380	1660	1081
2381	1676	1081
2382	1676	1079
2383	1676	1081
2384	1676	1079
2385	1676	1079
2386	1676	1756
2387	1679	1081
2388	1679	85
2389	1679	473
2390	1679	1079
2391	1679	1079
2392	1679	1079
2393	1683	2172
2394	1683	1081
2395	1689	1081
2396	1690	1756
2397	1690	1079
2398	1694	1081
2399	1703	1079
2400	1703	1079
2401	1703	1079
2402	1703	1079
2403	1727	335
2404	1763	473
2405	1728	1079
2406	1760	335
2407	1734	1081
2408	1734	1081
2409	1736	1081
2410	1739	1081
2411	1739	2172
2412	1739	1079
2413	1739	1079
2414	1739	2172
2415	1744	2172
2416	1744	1079
2417	1744	1079
2418	1748	2027
2419	1748	1079
2420	1748	1079
2421	1748	1079
2422	1748	1079
2423	1751	1081
2424	1751	1079
2425	1751	1079
2426	1751	1079
2427	1751	1081
2428	1751	1079
2429	1751	1081
2430	1751	1756
2431	1755	1756
2432	1755	2027
2433	1755	1079
2434	1755	2172
2435	1755	1079
2436	1769	1081
2437	1769	1081
2438	1769	1081
2439	1779	2142
2440	1797	1100
2441	1805	1079
2442	1805	1081
2443	1813	1081
2444	1835	1079
2445	1835	1079
2446	1835	1079
2447	1835	1079
2448	1835	1079
2449	1835	1079
2450	1835	1079
2451	1835	1079
2452	1835	1079
2453	1835	1079
2454	1835	1079
2455	1841	1081
2456	1841	1079
2457	1841	1079
2458	1853	1079
2459	1859	473
2460	1859	335
2461	1859	1079
2462	1859	1081
2463	1859	1081
2464	1859	1081
2465	1859	1081
2466	1859	2027
2467	1874	1081
2468	1877	1081
2469	1880	1756
2470	1880	473
2471	1880	1081
2472	1880	1756
2473	1888	1081
2474	1515	1081
2475	1515	1081
2476	1515	1081
2477	1515	1081
2478	1893	473
2479	1893	1081
2480	1893	473
2481	1893	1081
2482	1893	85
2483	1896	2172
2484	1897	1079
2485	1897	1756
2486	1897	2172
2487	1897	1081
2488	1897	1081
2489	1897	1081
2490	1897	1332
2491	1897	2172
2492	1897	1756
2493	1897	1548
2494	1897	2172
2495	1902	1079
2496	1902	1081
2497	1902	1081
2498	1902	1081
2499	1902	473
2500	1902	1079
2501	1902	1079
2502	1902	1079
2503	1902	1081
2504	1902	1079
2505	1902	1081
2506	1902	1079
2507	1902	1079
2508	1902	1081
2509	1902	1081
2510	1902	1081
2511	1902	1079
2512	1902	1081
2513	1902	1079
2514	1902	1332
2515	1907	1079
2516	1909	1079
2517	1909	1081
2518	1917	1079
2519	1917	85
2520	1920	1079
2521	1920	2027
2522	1922	1079
2523	1922	1079
2524	1922	1079
2525	1922	1079
2526	1922	1079
2527	1922	1079
2528	1922	1079
2529	1922	1079
2530	1922	1081
2531	1925	2172
2532	1930	1081
2533	1930	1081
2534	1933	1081
2535	1933	1079
2536	1933	1081
2537	1933	1079
2538	1933	1079
2539	1933	1079
2540	1933	2027
2541	1933	1081
2542	1933	1079
2543	1933	1081
2544	1933	1079
2545	1939	1079
2546	1939	1079
2547	1939	473
2548	1939	1079
2549	1939	1079
2550	1939	1081
2551	1939	1081
2552	1995	1079
2553	1995	1081
2554	1975	1079
2555	1979	1079
2556	1986	2027
2557	1986	2027
2558	1986	1079
2559	1986	1081
2560	1986	1081
2561	1986	473
2562	1986	1079
2563	1986	1079
2564	1987	1081
2565	1951	1079
2566	1951	85
2567	1953	1756
2568	1955	335
2569	1955	335
2570	1955	335
2571	1955	1079
2572	1955	85
2573	1959	1079
2574	1959	1079
2575	1959	473
2576	1962	1081
2577	1962	1081
2578	1962	85
2579	1966	1756
2580	2009	1079
2581	2009	1759
2582	2019	1100
2583	2019	1079
2584	2019	1079
2585	2019	1079
2586	2020	1079
2587	2023	1079
2588	2023	1079
2589	2023	1079
2590	2023	1081
2591	2023	1079
2592	2023	1079
2593	2023	1079
2594	2023	1079
2595	2023	1079
2596	2023	1079
2597	2023	1079
2598	2023	1079
2599	2023	2027
2600	2023	1079
2601	2023	335
2602	2023	1079
2603	2023	1079
2604	2023	1079
2605	2023	1079
2606	2023	1079
2607	2023	1756
2608	2023	473
2609	2023	1081
2610	2023	473
2611	2023	1054
2612	2023	1079
2613	2023	1081
2614	2023	1081
2615	2023	1079
2616	2023	1079
2617	2023	1081
2618	2023	85
2619	2023	1079
2620	2023	1081
2621	2023	1079
2622	2023	1081
2623	2023	1079
2624	2023	1756
2625	2023	473
2626	2023	1079
2627	2023	1548
2628	2023	1081
2629	2023	1548
2630	2023	1081
2631	2023	2027
2632	2023	1081
2633	2023	1081
2634	2023	1079
2635	2023	1079
2636	2023	1079
2637	2024	1079
2638	2027	473
2639	2027	2172
2640	2027	1079
2641	2027	1079
2642	2033	2172
2643	2037	1756
2644	2037	2172
2645	2037	1100
2646	2042	1081
2647	2042	473
2648	2042	1081
2649	2042	1081
2650	2042	473
2651	2042	1079
2652	2042	1079
2653	2042	1079
2654	2042	1079
2655	2046	1079
2656	2046	1549
2657	2046	2027
2658	2046	85
2659	2046	1079
2660	2046	1079
2661	2046	1081
2662	2046	1081
2663	2049	1079
2664	2049	1081
2665	2049	1081
2666	2049	1081
2667	2054	1079
2668	2054	1079
2669	2054	1081
2670	2054	1100
2671	2054	473
2672	2054	2027
2673	2054	2172
2674	2054	2172
2675	2054	1079
2676	2054	2172
2677	2054	1079
2678	2054	1079
2679	2054	1079
2680	2054	1079
2681	2054	473
2682	2058	1079
2683	2058	2172
2684	2058	1079
2685	2058	1079
2686	2065	1079
2687	2065	1079
2688	2065	1079
2689	2065	1079
2690	2065	335
2691	2065	1079
2692	2065	2172
2693	2065	1079
2694	2065	1079
2695	2065	1079
2696	2065	1079
2697	2070	1079
2698	2070	1079
2699	2072	1079
2700	2072	1079
2701	2074	2027
2702	2076	1079
2703	2076	2027
2704	2091	1756
2705	2091	335
2706	2091	1079
2707	2091	1079
2708	2091	1081
2709	2091	1079
2710	2091	1079
2711	2091	2172
2712	2091	1079
2713	2091	85
2714	2091	2172
2715	2091	1079
2716	2095	1079
2717	2111	1081
2718	2111	2172
2719	2111	1081
2720	2111	1079
2721	2131	2172
2722	2131	1079
2723	2131	1079
2724	2142	1079
2725	2147	1079
2726	2147	2172
2727	2147	1081
2728	2147	1756
2729	2147	2027
2730	2147	1081
2731	2147	1079
2732	2147	1756
2733	2147	2172
2734	2147	2172
2735	2147	2172
2736	2147	1079
2737	2147	1079
2738	2147	1081
2739	2147	1079
2740	2147	1079
2741	2147	335
2742	2147	2172
2743	2147	2172
2744	2147	85
2745	2147	85
2746	2147	1081
2747	2154	473
2748	2154	1079
2749	2157	1081
2750	2157	2172
2751	2186	1079
2752	2186	335
2753	2186	1079
2754	2184	1079
2755	2184	1079
2756	2184	1079
2757	2184	1079
2758	2184	85
2759	2184	1079
2760	2184	1756
2761	2184	85
2762	2184	1079
2763	2184	1759
2764	2166	1079
2765	2166	2172
2766	2166	2172
2767	2166	1079
2768	2166	1081
2769	2166	1079
2770	2166	473
2771	2174	1756
2772	2174	2172
2773	2176	1081
2774	2176	1079
2775	2176	1081
2776	2176	1079
2777	2180	473
2778	2180	1079
2779	2191	1759
2780	2193	1332
